crim crie	參差/㠁嵯
ccih iiu viih jiih	自由意志
ccih iiu qqin ssiiannx	自由神像
ccih iiu jiik nniiop	自由職業
ccih iiu lak teix	自由落體
ccih biiot ttenh ryh	自發電位
ccih die jii mriann	自知之明
ccih die liix krye	自知理虧
ccih si ccih lih	自私自利
ccih lip ccih kkiiann	自立自強
ccih ppiiux iann krye	自負盈虧
ccih ii vi cek	自貽伊戚
ccih xin lih viak	自身利益
ccih grah zo nimh	自駕租賃
ccih mriann dwk viih	自鳴得意
qiiuh miann jieu jiiann	臭名昭彰
jih xiix jih jiiunn	至始至終
jih liix miann nniion	至理名言
ttwi vruan dwih giiuk	臺灣戴菊
ttwi vruan lam ciiak	臺灣藍鵲
ttwi vruan ziiak mri	臺灣雀鶥
ttwi vruan zieu mri	臺灣鷦鶥
giiwx ppoh y gren	舉步維艱
kkiiuh nnox ttwih sriix	舊五代史
kkiiuh ccriiu sin hhwnh	舊愁新恨
kkiiuh huah xxiix ttiiann	舊貨市場
xiax lih ziix tap	舍利子塔
qqiex ttuk jii vwih	舐犢之愛
xiiw xiiw ppiiuk ppiiuk	舒舒服服
xynh gnit nneu ten	舜日堯天
xynh gnit nneu nen	舜日堯年
miiox xyx duan liix	舞水端里
hhann ten diiunn sim	航天中心
hhann ten biii giii	航天飛機
hhann hwix nen brieux	航海年表
hhann kunn riiu kkrienx	航空郵件
hhann kunn riiu grenx	航空郵簡
qqyen jiannh hhrok ttann	船政學堂
liiann sieu mrix griannx	良宵美景
liiann sri viak riiux	良師益友
liiann siannh ssyn hhruan	良性循環
liiann ppwnn viak riiux	良朋益友
liiann jiiwx miin hruah	良渚文化
liiann kkrim ttrak muk	良禽擇木
liiann xxin git gnit	良辰吉日
liiann xxin mrix griannx	良辰美景
sriik lieih ssii nniiom	色厲詞嚴
sriik cwix pin piin	色彩繽紛
sriik damx brau ten	色膽包天
sriik sriik mei mei	色色迷迷
jii ppiin hhueih tanh	芝焚蕙歎
jii lan jii xit	芝蘭之室
jii mra liiok ttwuh	芝麻綠豆
greih lan nniiu gniiuk	芥蘭牛肉
bra lwp bra lwp	芭拉芭拉
hrua ttuan grimx cuk	花團錦簇
hrua ten ziiux ttih	花天酒地
hrua iionn nnuuot mrauh	花容月貌
hrua miiix zrin gei	花尾榛雞
hrua xiik iiu ryannh	花式游泳
hrua xiik liiuh biinn	花式溜冰
hrua cwix ziiak vrenn	花彩雀鶯
hrua kkryen siiuh tuwix	花拳繡腿
hrua jie jieu dienx	花枝招展
hrua hhunn liiux liiok	花紅柳綠
hrua sriik soh gam	花色素苷
hrua hrua gunn jiiox	花花公主
hrua hrua gunn ziix	花花公子
hrua hrua tap tap	花花搭搭
hrua hrua liiok liiok	花花綠綠
hrua hrua ttiiann ziix	花花腸子
hrua mrauh ppunn sim	花貌蓬心
hrua ben gnin miit	花邊人物
hrua ttwu vrenn miiox	花頭鸚鵡
piiann hiiann lieuh biiop	芳香療法
hha yen ccwp xyeih	苛捐雜稅
bwnx grap suan gnyeih	苯甲酸鈉
vriann iionnx hrie sriann	英勇犧牲
vriann guwk xxiak iiu	英國石油
vriann zi swp sriiannx	英姿颯爽
vriann nen zaux xxieih	英年早逝
vriann hanh duwih iak	英漢對譯
mann gnien xit coh	茫然失措
ttra mrax hhoh xxiix	茶馬互市
ttra mrax gox ttaux	茶馬古道
ttra demx xxii grenh	茶點時間
caux nnuuon kkiiwx sek	草原巨蜥
caux nnuuon brak lenn	草原百靈
caux cciih ttwu gnie	草字頭兒
caux muk grei briann	草木皆兵
caux muk deux xiiuh	草木鳥獸
caux gwn miiannx min	草根網民
caux manx lenn nniiwx	草滿囹圄
caux liiok lie vrenn	草綠籬鶯
caux gran gnin mriannh	草菅人命
huann im miio tiix	荒淫無恥
huann miio gnin ven	荒無人煙
huann miuh ccyet lyn	荒謬絕倫
sua lwp ba vre	莎拉波娃
srin srin hhrok ziix	莘莘學子
mak kkriet sie ttwk	莫傑斯特
mak kwk mwuh vruan	莫克姆灣
mak kax miann ccriiannh	莫可名狀
mak tap mrax vruan	莫塔馬灣
mak zret liix lwp	莫扎里拉
mak nnriak jii grau	莫逆之交
miionh gnin jii ttek	萬人之敵
miionh gnin kunn hhronnh	萬人空巷
miionh ttwih cen ciiu	萬代千秋
miionh gox cen ciiu	萬古千秋
miionh gra dwnn huax	萬家燈火
miionh nemh giio huwi	萬念俱灰
miionh viinnh lenn dan	萬應靈丹
miionh xyx cen sren	萬水千山
miionh miio vit xit	萬無一失
miionh miiuk kuei kuei	萬目睽睽
miionh laih giio ccek	萬籟俱寂
miionh laih miio xiann	萬籟無聲
miionh ziex cen hhunn	萬紫千紅
miionh liix gronn sren	萬里江山
lak gnip biiop miiannx	落入法網
lak hrua liiu xyx	落花流水
lak huann gnii ttau	落荒而逃
lak lak gruax grau	落落寡交
lak lak gruax huan	落落寡歡
zannh nniiok mrei hiiann	葬玉埋香
munn gox brak lenn	蒙古百靈
munn ga mrax lih	蒙哥馬利
munn mrat nwp sie	蒙帕納斯
munn briex lih vwi	蒙彼利埃
munn mwih miio die	蒙昧無知
munn ttwk lih gniex	蒙特利爾
munn ttwk y da	蒙特維多
munn la y vrah	蒙羅維亞
jiinn ccox mrek biinx	蒸粗麥粉
bei mra ttok soh	蓖麻毒素
ppunn ttwu gwux mienh	蓬頭垢面
caih sii gunn sii	蔡司公司
miio ziann gam lam	蕪菁甘藍
seu gye ccau ssye	蕭規曹隨
luwix sii hrua ben	蕾絲花邊
ppak lih da sieu	薄利多銷
ppak gniiak hhruan zet	薄弱環節
ppak twi cci krih	薄胎瓷器
sat kwk sie guanx	薩克斯管
sat kwk srim jiiu	薩克森州
sat bra dwk la	薩巴德羅
sat dwk gniex xxiix	薩德爾市
sat lwp gua sat	薩拉戈薩
sat gniex vuwn gronn	薩爾溫江
sat gniex cci baux	薩爾茨堡
sat lan sie kwk	薩蘭斯克
lam guann guann ppan	藍光光盤
lam bret sriik dunn	藍八色鶇
lam hhwu piionn hox	藍喉蜂虎
lam duanx xieh dunn	藍短翅鶇
lam xieh sauh mri	藍翅噪鶥
lam xieh hiii mri	藍翅希鶥
lam gniix cyh deux	藍耳翠鳥
lam nnran die giix	藍顏知己
lam xiik daih hrua	藍飾帶花
iiak miit hhrok gra	藥物學家
iiak iionnh grah ttiih	藥用價值
hhrann ttann tuwih ccriix	蘅塘退士
so vi ccriix hha	蘇伊士河
so nenn ttenh krih	蘇寧電器
so jiiu mrax ziix	蘇州碼子
so lwp vuui sei	蘇拉威西
so hrua gunn loh	蘇花公路
so liix nwm hha	蘇里南河
so mwn dwp lap	蘇門答臘
so biii jiiox nnrieh	蘇非主義
ppin guax gunn sii	蘋果公司
ppin guax xiiux giii	蘋果手機
lan bak gii ni	蘭博基尼
lan sie lak ttwk	蘭斯洛特
lan sin tet loh	蘭新鐵路
lan kwi sie ttwk	蘭開斯特
hox kwux iiw sriann	虎口餘生
hox miiix qyn biinn	虎尾春冰
hox bran ttih dunn	虎斑地鶇
hox bran vrenn miiox	虎斑鸚鵡
hox pprie vrenn miiox	虎皮鸚鵡
hox giiwh liionn ppan	虎踞龍盤
hox ttwu hwix deu	虎頭海鵰
kkrien sinh jiiox nnrieh	虔信主義
diio sii mrax ziak	蛛絲馬跡
xxiiok kuenx ppiioih gnit	蜀犬吠日
piionn mit sriiw ziix	蜂蜜梳子
die diio senn ruun	蜘蛛星雲
iiunn rye vit teix	融為一體
lua mwux lua sryen	螺母螺栓
lua sii kiix ziix	螺絲起子
hhrex ccriiannh senn ruun	蟹狀星雲
lap brit sieux sin	蠟筆小新
qynx qynx iiok ttunnx	蠢蠢欲動
gox hhuwk gnin sim	蠱惑人心
doh guwk hhaih min	蠹國害民
huet bwnx miio guui	血本無歸
huet sryen hhenn xxiann	血栓形成
huet kiiih biiann gann	血氣方剛
huet liiu xxiann hha	血流成河
huet iak ssyn hhruan	血液循環
huet ccieh bran bran	血漬斑斑
huet yen gruan geih	血緣關係
huet gniiuk mo hho	血肉模糊
huet ziak bran bran	血跡斑斑
qiionn huwn ttwu naux	衝昏頭腦
qiionn piionn hhremh ttinh	衝鋒陷陣
hhrann cciann jiiak liix	衡情酌理
brieux viih miin cciih	表意文字
brieux hhenh ccih giix	表現自己
brieux mienh miin jiiann	表面文章
ssiiuh din ssii denx	袖珍辭典
ssiiuh din vrim hiiannx	袖珍音響
liet brienh miiox krih	裂變武器
liet brienh suwih penh	裂變碎片
ppwu da viak gruax	裒多益寡
box qiiunn vii lieuh	補充醫療
box ziiok vrim ttiann	補足音程
zriiann qqin lunnh guuix	裝神弄鬼
zriiann demx mwn mienh	裝點門面
luax teix jiiox nnrieh	裸體主義
hhat sren zieu vrenn	褐山鷦鶯
hhat xieh syet ziiak	褐翅雪雀
hhat xieh vra ziiak	褐翅鴉雀
hhat xieh vra guen	褐翅鴉鵑
hhat dennx ziiak mri	褐頂雀鶥
hhat ttwu sren ziiak	褐頭山雀
hhat ttwu liannx ziiak	褐頭嶺雀
hhat ttwu ziiak mri	褐頭雀鶥
hhat ttwu ppiiunnh mri	褐頭鳳鶥
hhat ttwu zieu vrenn	褐頭鷦鶯
siet ttuk qqin mriann	褻瀆神明
grim hhruei tanx pprak	襟懷坦白
grim hhruei i kuannh	襟懷夷曠
sei brak lih vrah	西伯利亞
sei nnwp nox kwk	西哈努克
sei ziix piionnx sim	西子捧心
sei lwp nnrax ccuk	西拉雅族
sei sie tap ni	西斯塔尼
sei ssiionn giionh xiet	西松建設
sei bran nnra gnin	西班牙人
sei bran nnra miin	西班牙文
sei hhunn giiak synx	西紅腳隼
sei liix sei vrah	西里西亞
sei sronn branx nwp	西雙版納
gye giiox qqiinn mwk	規矩繩墨
gye ppiiomx liix luwnh	規範理論
qiiok xiiux kax kkrip	觸手可及
qiiok xiiux kax dwk	觸手可得
qiiok miiuk griann sim	觸目驚心
qiiok lyh ppann tunn	觸類旁通
qiiok dwuh mran zrenn	觸鬥蠻爭
nniion jii riiux miit	言之有物
nniion jii miio miit	言之無物
nniion nnuaih jii viih	言外之意
nniion da bit xit	言多必失
nniion rye sim xiann	言為心聲
nniion grenx viih gwi	言簡意賅
nniion gnii riiux sinh	言而有信
nniion gnii miio sinh	言而無信
nniion ttam lim swux	言談林藪
geih kkrienx gunn zi	計件工資
geih xxii gunn zi	計時工資
geih xxii criik nnriemh	計時測驗
taux gnin hiix huan	討人喜歡
taux haux mreh gruei	討好賣乖
huunh ttauh jiik miioh	訓導職務
tak lwp bak lwp	託拉博拉
tak lak cci gii	託洛茨基
giih viik ttenh loh	記憶電路
giih jiax bauh ttaux	記者報道
piiannh sri kkiiu hhrok	訪師求學
xiet geih ttiann ssiiwx	設計程序
xiet geih ttiann xiik	設計程式
xiet geih gye ppiiomx	設計規範
hiiwx kax hhep nnrieh	許可協議
ssii gnin mwk krak	詞人墨客
ssii viiu hhrauh viinnh	詞優效應
ssii soh get gwuh	詞素結構
ssii hhronnx lah ccip	詞項邏輯
syn gwn miinh deix	詢根問底
xiih guanx xxiiux iinnh	試管受孕
gryex geih da duan	詭計多端
jiem gronn boh gniex	詹江布爾
diio ccriiw iih giix	誅鋤異己
krua da dwuh mriex	誇多鬥靡
xxiann sim qqit viih	誠心實意
xxiann sim sriiwx nnuuonh	誠心所願
xxiann sim xxiann viih	誠心誠意
nnoh gnip kkie tto	誤入歧途
huwih im huwih ttauh	誨淫誨盜
ttam siannh brienh sriik	談性變色
ttam hox sriik brienh	談虎色變
huuih ccit kkiih vii	諱疾忌醫
jiiw ziix xxip gra	諸子十家
jiiw ziix brak gra	諸子百家
nak la ppriannh ttok	諾羅病毒
nak mrix kwk sie	諾美克斯
nak baih gniex ziiannx	諾貝爾獎
miiu ccwi hhaih mriannh	謀財害命
ssiah ten ssiah ttih	謝天謝地
ssiah gniex bra gnin	謝爾巴人
jiinnh mriann hhuan bit	證明完畢
jiinnh mriann miin kkrienx	證明文件
hhoh guwk jienh zrenn	護國戰爭
hhoh guwk ruunh ttunnx	護國運動
hhoh biiop jienh zrenn	護法戰爭
hhoh xin ppiio ziix	護身符子
brienh hruah da duan	變化多端
brienh hruah mak criik	變化莫測
brienh hhruenh mak criik	變幻莫測
brienh hhenn grim gann	變形金剛
brienh twih biionx viinnh	變態反應
brienh hhuanh xiet pprih	變換設備
brienh bwnx gra lieih	變本加厲
brienh vuwn ttunnx miit	變溫動物
brienh sriik iak iionn	變色易容
huat gnien kwi lannx	豁然開朗
kiiix riiux ciex liix	豈有此理
xxiiox kiix gniix duax	豎起耳朵
piiunn kkriemx iiu gnin	豐儉由人
piiunn gunn ruuix zek	豐功偉績
piiunn biiuh da cwix	豐富多彩
piiunn xxin siiuh git	豐臣秀吉
ssiiannx hhenn miin cciih	象形文字
ssiiannx nnra hwix nnanh	象牙海岸
hhau cciann zriiannh jiih	豪情壯志
diiw ppwnn gwux riiux	豬朋狗友
diiw xyx prau ppriannh	豬水泡病
ccrei lann hox brauh	豺狼虎豹
deu kkiiu hhuanh ziiux	貂裘換酒
baih kwk lwk gniex	貝克勒爾
baih kwk hanh mwuh	貝克漢姆
baih gra gniex hho	貝加爾湖
baih sie git ta	貝斯吉他
baih gniex mwk bronn	貝爾墨邦
baih gniex mak pan	貝爾莫潘
ccwi miioh gnyenx kkrienx	財務軟件
ccwi mei sim keuh	財迷心竅
pprin miio lip jy	貧無立錐
pprin ppriannh grau gra	貧病交加
pprin ppriannh grau brak	貧病交迫
huah dauh biioh kuanx	貨到付款
huah ppieih jiiox nnrieh	貨幣主義
huah ppieih nnrye giii	貨幣危機
huah ppieih xxiix ttiiann	貨幣市場
huah ppieih briemx ttiih	貨幣貶值
biionh biio ssiiok ziix	販夫俗子
biionh mreh gnin kwux	販賣人口
twm ten jii gunn	貪天之功
twm huwix miio nnieih	貪賄無藝
twm zann vuuannx biiop	貪贓枉法
zrek pprih kkiiu ccyen	責備求全
zrek riiux iiu guui	責有攸歸
zrek miio ppann twih	責無旁貸
guuih gnin da miiannh	貴人多忘
guuih gox ccienh grim	貴古賤今
guuih jiiu gnit bauh	貴州日報
guuih ccuk xin brin	貴族身份
mrex vit sunnh vit	買一送一
mrex guan mreh guan	買官賣官
tep sim tep piioih	貼心貼肺
ii gnin kwux qqit	貽人口實
ii hhaih miio kkiiunn	貽害無窮
ii ppiiomx gox grim	貽範古今
mwuh iak diiunn sim	貿易中心
mwuh iak hhep ttennh	貿易協定
mwuh iak bek lyx	貿易壁壘
zi bwnx jiiox nnrieh	資本主義
zi bwnx ttiiw pprih	資本儲備
zi bwnx nnuaih ttau	資本外逃
zi bwnx xxiix ttiiann	資本市場
zi sinh gunn ttiann	資訊工程
ccwk mri ccwk nnrenx	賊眉賊眼
ccwk mri xiiwx nnrenx	賊眉鼠眼
ccwk ttwu ccwk naux	賊頭賊腦
xiiannx sim yet miiuk	賞心悅目
hhen xxiiuk gnin ccii	賢淑仁慈
mreh guwk jiiox nnrieh	賣國主義
gwuh miit diiunn sim	購物中心
gwuh miit guannx ttiiann	購物廣場
swih dwk kwk ccuk	賽德克族
swih pox lwk sie	賽普勒斯
swih liix muk hho	賽里木湖
qiak bek jii jienh	赤壁之戰
qiak ziix jii sim	赤子之心
qiak miiix sauh mri	赤尾噪鶥
qiak xiiux kunn kkryen	赤手空拳
qiak giiak lyt sri	赤腳律師
qiak damx diiunn sim	赤膽忠心
qiak sienx ttann xxyn	赤蘚糖醇
qiak xin loh teix	赤身露體
qiak ttaux nnriak liiu	赤道逆流
hrak tto va lwp	赫圖阿拉
hrak gniex mwk sie	赫爾墨斯
hrak gniex miiuk ttwk	赫爾穆特
hrak gniex sin gii	赫爾辛基
hrak biiuk ttwk kkuunh	赫福特郡
hrak gniix mwk sie	赫耳墨斯
kiix zaux twm hwk	起早貪黑
kiix six hhuwi sriann	起死回生
kiix lak zriiann diih	起落裝置
tieu hho ssim xxiiann	超乎尋常
tieu ttauh ttenh siannh	超導電性
tieu ttauh ttenh teix	超導電體
tieu mrinx biionx viinnh	超敏反應
tieu grip xxiix ttiiann	超級市場
tieu grip kkiiann guwk	超級強國
tieu xiann saux mrieu	超聲掃描
tieu nnrak lih gnynh	超額利潤
tieu nnrak dennh gwuh	超額訂購
ciio git ppieh hiionn	趨吉避凶
ciio riem ppiioh xieih	趨炎附勢
ttet ttannh jieu jiiann	跌宕昭彰
ttet pah nnrenx griannh	跌破眼鏡
ttet ttet ppra ppra	跌跌爬爬
ttet ttet ciiann ciiann	跌跌蹌蹌
pprau lwi pprau kiiwh	跑來跑去
kkiiwx ccriiannh pprie ccwnn	距狀皮層
kkiiwx xieh mrek gei	距翅麥雞
loh gnin grei die	路人皆知
loh gra biiuk vrim	路加福音
loh dwk y hiii	路德維希
loh dwk ziiak mri	路德雀鶥
loh iiu hhep nnrieh	路由協議
tteu vit jiak giiak	跳一隻腳
tteu zaux xxiix ttiiann	跳蚤市場
tteu ccip teix miiox	跳集體舞
twp pah mwn hhramx	踏破門檻
twp twp qqit qqit	踏踏實實
twp syet ssim mwi	踏雪尋梅
ttauh xxiiann ssip goh	蹈常襲故
ttiiu ttiiw manx jiih	躊躇滿志
iiak iiak iiok xiih	躍躍欲試
niep xiiux niep giiak	躡手躡腳
xin brin ttauh cet	身份盜竊
xin brin jiinnh mriann	身份證明
xin nnuaih jii miit	身外之物
xin kkiiann liik zriiannh	身強力壯
xin sim grau ppriannh	身心交病
xin sim grau ccyh	身心交瘁
xin sim giio pprie	身心俱疲
xin sim sriiannx kruaih	身心爽快
xin hhruei liiuk grap	身懷六甲
xin hhremh lenn nniiwx	身陷囹圄
xin hhremh lau nniiok	身陷牢獄
gryx ttaux grau tunn	軌道交通
guun pprih kkriannh swih	軍備競賽
guun guwk jiiox nnrieh	軍國主義
guun ttuan kkrynx ppriannh	軍團菌病
guun huax gunn sii	軍火公司
guun ppiiot hhuwnx jienh	軍閥混戰
hiion hiion ccih dwk	軒軒自得
hiion ruuon xxip sih	軒轅十四
gnyenx kkrienx kkriex qqyt	軟件技術
gnyenx kkrienx hheih tonnh	軟件系統
gnyenx kkrienx kwi biiot	軟件開發
gnyenx guwt nniiw lyh	軟骨魚類
gnyenx teix ttunnx miit	軟體動物
ppiiox ccriiwh vii lieuh	輔助醫療
lyn ccriiannh ppriannh ttok	輪狀病毒
sin hhwix grek mriannh	辛亥革命
sin kkiin grenn ruun	辛勤耕耘
pprenh gunn ttih jiix	辦公地址
pprenh gunn xxii grenh	辦公時間
nonn lek sin nen	農曆新年
nonn nniiop giii hhreih	農業機械
nonn min kiix nnrieh	農民起義
nonn min grei grip	農民階級
nonn mwuh xxiix ttiiann	農貿市場
hiit grim rye jiix	迄今為止
ttek sie luwi lih	迪斯雷利
mei mei hho hho	迷迷糊糊
mei tto die biionx	迷途知返
dy miiann ttiiuk bwk	追亡逐北
dy bwnx kkiiunn nnuuon	追本窮源
dy gwn miinh deix	追根問底
dy gwn ssim deix	追根尋底
dy gwn kkiiu nnuuon	追根求源
dy gwn giiuh deix	追根究底
dy soh xxii hhrauh	追訴時效
dy ziionn bauh ttauh	追蹤報導
tuwih nnox guun gnin	退伍軍人
sunnh huah dauh gra	送貨到家
ttau xyeih ten ttann	逃稅天堂
ttau cuanh miio ziionn	逃竄無蹤
nnriak lwi qqynh xxiiux	逆來順受
nnriak gniix jii nniion	逆耳之言
sieu ieu biiop nnuaih	逍遙法外
sieu ieu ccih dwk	逍遙自得
ttiiuk cciih ttiiuk giioh	逐字逐句
ttiiuk ppoh xiinn grip	逐步升級
ttwuh gnin hiix vwih	逗人喜愛
nnrienh vit ttinh ziix	這一陣子
nnrienh cih nnrye giii	這次危機
tunn sinh ttih jiix	通信地址
tunn sinh kkriex qqyt	通信技術
tunn sinh ppiiuk miioh	通信服務
tunn sinh miiannx lak	通信網絡
tunn xiiann kwux nnanh	通商口岸
tunn iionnh brenn vrim	通用拼音
tunn iionnh ttenh krih	通用電器
tunn sinh hhep ttennh	通訊協定
tunn sinh hheih tonnh	通訊系統
tunn sinh tunn ttaux	通訊通道
tunn huah ginx sriiuk	通貨緊縮
tunn gruan miin ttep	通關文牒
ppiionn hiionn hruah git	逢凶化吉
lien tah daih lwp	連拖帶拉
lien bwnx daih lih	連本帶利
lien get jiiox nnrieh	連結主義
lien suax xiiann demh	連鎖商店
lien brieu ppennx jinx	連鑣並軫
zinh leux ten ttann	進了天堂
zinh ziep ppiiuk miioh	進接服務
zinh ppoh jiiox nnrieh	進步主義
zinh xin jii grei	進身之階
zinh tuwih xit giiwh	進退失據
zinh tuwih riiux xxiiann	進退有常
zinh tuwih miio loh	進退無路
iiu gninh riiux iiw	遊刃有餘
iiu sren nnuanh xyx	遊山玩水
iiu xiiux hauh hhren	遊手好閑
ruunh suanx biiop zwk	運算法則
ruunh suanx hhruan griannx	運算環境
ruunh ttiiu ry vrok	運籌帷幄
benh ttih kwi hrua	遍地開花
hhra gniex vit teix	遐邇一體
hhra gniex grei die	遐邇皆知
ttaux sren hhrok hwix	道山學海
ttaux dwk kuwnh griannx	道德困境
ttaux mrauh nnanh gnien	道貌岸然
ttaux loh gunn ttiann	道路工程
ruui lih piioh miann	違利赴名
ruui ten hhaih liix	違天害理
ruui ten nnriak liix	違天逆理
ruui sim jii nniion	違心之言
ruui vwn ppiiux nnrieh	違恩負義
ruui xxii ccyet ssiiok	違時絕俗
ruui biiop luanh giix	違法亂紀
ieu ieu miio kkii	遙遙無期
jia ten bieih gnit	遮天蔽日
jia jia vriemx vriemx	遮遮掩掩
tti ttieih hhenh ssiiannx	遲滯現象
leu qimx jienh yak	遼瀋戰役
ppieh krann lak ziannx	避坑落井
ppieh xiiwx sren zriiann	避暑山莊
vieu mrex gnin sim	邀買人心
mraih hrak ttek guun	邁赫迪軍
ben griannx qiionn ttuwt	邊境衝突
ben yen hheih tonnh	邊緣系統
ben zieih bauh xxiiu	邊際報酬
ben zieih xxiann bwnx	邊際成本
lah ccip ienx suanx	邏輯演算
lann kwnnx ssyn hhruan	郎肯循環
riiu jiannh sinh siiann	郵政信箱
nnak vuwn kwk ccuk	鄂溫克族
nnak gniex da sie	鄂爾多斯
ttiannh gnin zrenn nen	鄭人爭年
jiiak cciann pprenh liix	酌情辦理
pwih sunnh ttih jiix	配送地址
ziiux hhunn jiio ziiak	酒紅朱雀
ziiux gniiuk ppwnn riiux	酒肉朋友
ziiux jih banh hham	酒至半酣
ziiux sriik jii tto	酒色之徒
ziiux hham gniix gniet	酒酣耳熱
hham tiiannh lim lie	酣暢淋漓
coh suan siem y	醋酸纖維
vii miioh gnin ruun	醫務人員
vii hhrok bak ccriix	醫學博士
vii hhrok jyen gra	醫學專家
vii hhrok griemx nnriemh	醫學檢驗
vii lieuh baux kkiionh	醫療保健
vii lieuh baux hriemx	醫療保險
vii lieuh krih hhreih	醫療器械
vii lieuh hhoh liix	醫療護理
vii iiak xiiann demh	醫藥商店
vii hhoh gnin ruun	醫護人員
liix biit swih dwk	里弗賽德
liix y vwi lwp	里維埃拉
liix y ia lwp	里維耶拉
grim gann sat duax	金剛薩埵
grim gann vrenn miiox	金剛鸚鵡
grim cciih tap xiik	金字塔式
grim gua tet mrax	金戈鐵馬
grim nniiok manx ttann	金玉滿堂
grim nniiok liiann nniion	金玉良言
grim tten kiix nnrieh	金田起義
grim nnrenx mri ziiak	金眼鶥雀
grim xxiak liiann nniion	金石良言
grim briak hhuenn hhuann	金碧熒煌
grim briak huui hhuann	金碧輝煌
grim xieh sauh mri	金翅噪鶥
grim sriik vra ziiak	金色鴉雀
grim lan jii grau	金蘭之交
grim iiunn nnrye giii	金融危機
grim iiunn xxiix ttiiann	金融市場
grim iiunn gwix grek	金融改革
grim iiunn xxii bauh	金融時報
grim iiunn giii gwuh	金融機構
grim iiunn giii gruan	金融機關
grim iiunn hheih tonnh	金融系統
grim mei jiex zyh	金迷紙醉
grim gei ttuk lip	金雞獨立
grim gei nwp sriiann	金雞納霜
grim dennx dwih giiuk	金頂戴菊
grim ttwu ssyh mri	金頭穗鶥
grim ttwu hwk ziiak	金頭黑雀
grim nnrak sii ziiak	金額絲雀
grim nnrak ziiak mri	金額雀鶥
